Student ID,Peer Review 1 Title,Peer Review 1 Filename,Peer Review 2 Title,Peer Review 2 Filename
6447739,Drag-based Reconfiguration of Spacecraft Formations Under Uncertainty,004.mp4,Bidding Strategy for Residential Solar and Storage in Transactive Electricity Market using Reinforcement Learning,171.pdf
6373465,Race Track Driving Using Deep Reinforcement Learning,064.mov,Simple Reinforcement Learning for Space Mining Bots,069.pdf
6413779,Robust Nonlinear Reduced-Order Model Predictive Control,205.pdf,Trajectory Optimization for Autonomous Parking Lot Cleaning using Q-Learning,029.pdf
6481440,Deep Reinforcement Learning for Stock Trading,078.pdf,Reinforcement Learning for Robot Waiters in Restaurants,094.pdf
6255287,Greedy Search for Optimal Soil Sample Analysis,152.mp4,Automating Neural Network Model Architecture Discovery with Policy Search Methods,115.pdf
5956080,Towards Teaching a Human to Walk,083.mp4,Modeling the Use of Alternative Modalities to Complete Data Visualization Tasks,016.mp4
6498610,Modeling the Board Game Secret Hitler as a Decision Making Problem,177.pdf,Modeling Teamfight Tactics as a POMDP,071.pdf
6179460,Solving Half Cheetah Problem Using Offline RL,114.mp4,Optimal Operation of Renewable Energy Plus Storage Systems Using Reinforcement Learning,043.pdf
5816948,Minesweeper: A Reinforcement Learning Approach,084.pdf,Modeling Deceit in Coup,079.pdf
6215595,Evaluating the Disposition Effect using Reinforcement Learning,141.pdf,Building a Poker Agent,232.mp4
6301515,Ping Pong Prodigy,113.pdf,How do we walk? Controlling joint motor torque to achieve balanced movement,106.pdf
6451096,Cleaning the streets with RL,149.mp4,Buying a House without Going Broke,081.mp4
6505695,Optimal sequential decision making for managing ecosystem with POMDP,206.pdf,"Think Big, Start Small: Scrabble Reinforcement Learning with K-Means State Space Compression",169.pdf
6409809,Racing Optimization using Deep Reinforcement Learning,170.pdf,Random Adaption to Trawler Problem for Ocean Search and Rescue,160.mp4
6346192,Beating Cube Field,178.pdf,ClutchRL: Using Q-Learning To Find The Optimal Policy To Win A Close Basketball Game,013.mp4
6052256,Reinforcement Learning for Chess Variants,065.mp4,Optimizing Store Inventory Management with Q-learning,061.mp4
50010630,Optimizing Christmas Gift Purchasing Decisions with Reinforcement Learning,031.mp4,Reinforcement Learning w/Stocks,191.mp4
6662316,Decision-Making in Pineapple Poker,093.pdf,FlyGenie: Minimize your flight ticket purchase costs,196.pdf
6281273,Safe Drilling for Subsurface Resources in the Presence of Caves Using POMDPs,161.pdf,Queue RL,012.pdf
5652819,Precise Point Positioning: Use of Extended-Kalman Filter in Global Positioning System,018.mp4,Modeling Teamfight Tactics as a POMDP,071.pdf
6495503,Cleaning the streets with RL,149.mp4,RL Agent for Fish,195.mp4
6316495,Implementing Q-learning to Obtain Control Policy for Residential Battery System,125.pdf,Maximum Entropy Reinforcement Learning for Prompt Tuning,039.pdf
6503707,Hyperparameter-tuning Q-learning for flood-mitigation investment decision support system,175.pdf,Exploring Crop Irrigation Decisions Under Climate Uncertainty,146.pdf
6176289,Optimal Policy for Ground-to-Satellite Communication using Reinforcement Learning,087.pdf,FishBot: Decision Making in Canadian Fish,076.pdf
6650872,Optimal Policy for Uber/Lyft drivers in the Bay Area,002.pdf,Measuring potential effects of an intelligent tutoring system,055.pdf
6406757,Making a (Good) Pokemon 1v1 Battle Agent,072.mp4,Playing Risk with Reinforcement Learning,142.mp4
6501661,I ♥ RL: Using Q-Learning to Play Hearts,034.pdf,Beating Cube Field,178.pdf
6312435,Driving with Large Language Models,046.mp4,Deep Double Q Network for Lunar Lander,062.mp4
6510899,Self-Driving School Bus for Stanford Campus,074.pdf,Particle Filter for Battery Aging State Estimation,208.pdf
6252595,Twenty-Twenty Learning: A 2048 solver powered by Deep Q-Networks,003.mp4,Multi-Agent Control in Partially Observable Environment,184.mp4
6250834,Cleaning Up with Q-Learning: Optimizing Roomba Navigation in Unknown Environments,139.mp4,Guided Decision Making Under Uncertainty,218.pdf
6314412,Rapid Calibration of a Cellular-Resolution Bidirectional Neural Interface,189.pdf,Using Q-Learning to Optimize Fantasy Premier League,143.pdf
6423148,Determining an optimal screening policy for colorectal cancer,119.mp4,Dynamic Efficient Sampling Policy Learning - An Investigation of DRL-based Atari Game Playing,137.pdf
6418370,Q-Learning for Crypto Trading: A Time series Driven Approach,026.mp4,"Blackjack: Are the ""Basic Strategies"" Sufficient?",045.pdf
6493898,Planar Manipulation of an Object with Unknown and Changing Center of Mass,110.pdf,Can we do Bayesian structure learning using gradient descent?,080.mov
6501987,Learning and Improving the Intelligent Driver Model with Reinforcement Learning,129.mp4,Smart Water Heater via Sparse Sampling,190.pdf
6452698,Blackjack with Card Counting,041.pdf,Evaluating the Disposition Effect using Reinforcement Learning,141.pdf
6415656,A SARSA-Based Agent to Play “Guilty Gear: Strive”,096.mp4,Optimal Strategy Generation for Pandemic Game Using Monte Carlo Tree Search,008.pdf
6453018,Travelling with (Un)certainty,051.pdf,Optimal Dining Hall Choice,213.pdf
6339609,Building a Poker Agent,232.mp4,Estimating an Optimal Solution to Backgammon,033.pdf
6502076,Deep Q-learning Network on Atari Game,075.pdf,Automating Neural Network Model Architecture Discovery with Policy Search Methods,115.pdf
6675953,"Applying Reinforcement Learning and Online Planning to the Game ”Regenwormen""",040.pdf,Effect of Additional Information on Learning to Bid in First Price Auctions,224.pdf
6388838,Localization and path finding of a known environment,020.pdf,UAV Search and Rescue Optimization,151.pdf
6402451,Playing blackjack using reinforcement learning,058.pdf,Ping Pong Prodigy,113.pdf
6505630,Applying State Estimation Techniques to Improve Stability of a Ball-Balancing Robot,221.pdf,Tic-Tac-Toe: An Unbeatable Foe,105.pdf
6335171,Landing a Plane on Final Approach with Q-Learning,044.mp4,Adaptive Water Supply Desalination Planning under Hydrological Uncertainty,148.pdf
6504212,Drag-based Reconfiguration of Spacecraft Formations Under Uncertainty,004.mp4,Wordlebot: Improving Wordle Performance Using Forward Search,027.pdf
6027896,Helping and Hindering: Recursive Reasoning in a Multi-Agent MDP,197.pdf,Taxi Route Optimization using Reinforcement Learning,082.pdf
6660951,Baseball Pitch Analytics,204.pdf,Tham Luang Cave Rescue: A Reinforcement Learning Approach,225.pdf
6456892,Drone Delivery,192.mp4,Tropical Reforestation,009.mp4
6344416,Beating the Terminal Game,053.pdf,CheatGPT: Evaluating Robustness of Language Model Detectors to Adversarial Prompting,217.pdf
6172269,MCTS Parameter Exploration For Simplified Catan,203.mov,Payment Optimization for Combination Shoppers and Delivery Drivers using Deep Q Learning with Experience Replay,185.pdf
6664631,Bayesian Graphical and Deep Q-Learning Agents in Colonel Blotto Game,194.pdf,How do we walk? Controlling joint motor torque to achieve balanced movement,106.pdf
6252378,Optimal Texas Hold 'em Poker Pre-flop Play through Reinforcement Learning,049.mp4,Electric Vehicle Route Planning with Uncertainty in Charger Wait Times,222.pdf
6424507,Learning to Play Backgammon Using Reinforcement Learning,073.pdf,Multi-Rover Exploration using Dec-POMDPs,092.pdf
6270361,Get out of the way! Vehicle-Object Collision Avoidance,165.mp4,Improving Matches in Dynamic Organ Exchanges,145.pdf
6269684,On Unstable Ground: Navigating Avalanche Terrain,211.pdf,Preventing the Spread of Wind-Driven Wildfires with Partially Observable Markov Decision Processes,070.pdf
6254066,Reinforcement Learning for Robot Waiters in Restaurants,094.pdf,Local Search Approaches to Trading Strategy Optimization in Animal Crossing: New Horizons,157.pdf
6457351,Navigation of free-flying spacecraft without attitude measurements,207.mov,Buying a House without Going Broke,081.mp4
6658651,Deep Reinforcement Learning In Pairs Trading,022.mov,Safe Lane Merging for Autonomous Cars on the Highway through Markov Decision Process,130.pdf
6457226,Geometry Dash AI,109.mp4,Trajectory Optimization for Autonomous Parking Lot Cleaning using Q-Learning,029.pdf
6451273,"Solving Wordle using Information Theory, Minimax Algorithms, and Q-Learning",116.pdf,Techno-Economic Optimization of Flexible Geothermal Power and Battery Storage Using Reinforcement Learning Algorithms,138.pdf
6298550,Traffic Light Optimization Under Uncertainty,036.pdf,Wordle Got Schooled: Q-Learning Takes on the Puzzle,104.mp4
6366726,A Chess Engine on Ice: Developing an Automated Curling Skip Capable of Decision Making under Uncertainty,067.pdf,Health-aware Battery Usage Strategy for Data-driven Battery Management Systems (BMS),172.mp4
6259696,Modeling the Board Game Secret Hitler as a Decision Making Problem,177.pdf,Deep Q-Learning for Minesweeper,095.mp4
6665512,Designing a Reliable Crew Member,193.pdf,Breaking the Code: An RL Solution to Mastermind,023.pdf
6307633,Decision-Making Algorithms for Winning Coinche,202.pdf,Reinforcement Learning for Robotic Arm Reach Problem,085.pdf
6086132,Search and ResQ,042.mp4,Simple Reinforcement Learning for Space Mining Bots,069.pdf
6329694,Optimizing Climate-Resilient Infrastructure Investment,180.mp4,8-bit Uber: Exploring the effects of uncertainty in the Taxi environment,131.pdf
6177809,Understanding Push-Fold Pre-Flop Strategy for Heads-Up NLH Poker,156.mp4,Fantasy Football Team Draft Sequential Decision Process,060.pdf
6171678,Estimating Physical Parameters of Dynamical Systems Using Sequential Importance Sampling,214.pdf,An Attemped Agent for Playing Catan,111.pdf
6250801,Taxi Route Recommendations Using Reinforcement Learning,048.pdf,Using Q-learning for autonomous driving decision-making when brakes fail,231.mp4
6734947,Race Track Driving Using Deep Reinforcement Learning,064.mov,SARSA Applications to UNO!,198.pdf
6496672,Optimal Load Scheduling for Smart Homes,028.pdf,Modeling Autonomous Traffic Flow using MDPs,107.mp4
5066040,Autonomous vehicle lane-keeping with model uncertainty: A reinforcement learning approach,135.mp4,Mortal (Q)ombat: Training an AI agent with Reinforcement Learning to Play a Brawler Game,006.pdf
6333602,Minesweeper: A Reinforcement Learning Approach,084.pdf,Energy Markets as an MDP,163.pdf
6649066,Optimal Elevator Algorithm,099.pdf,Modeling Central Bank Interest Rate Policy Decisions,014.pdf
6094962,Multi-task Learning for Robotic Manipulation,122.pdf,Reinforcement Learning Based Magnetic Detumbling of Low Earth Orbit Satellites,183.pdf
6497932,battery-charger: Reinforcement learning techniques for wholesale market participation of grid-scale batteries,167.pdf,Using Reinforcement Learning for Life and Death problem in Go,050.mp4
6657663,Solving Wordle Using Monte Carlo Tree Search,132.pdf,Multiagent Coordination of Space Debris Cleanup under Uncertainty,188.pdf
6260754,Settlers of Catan Settlement Placement Optimization with Deep Q-Learning,090.pdf,Q-learning networks for settlers of Catan,228.pdf
6417851,Optimal sequential decision making for managing ecosystem with POMDP,206.pdf,Satellite Collision Avoidance Through Neural Networks,212.pdf
6664194,CALIBRATING BLACK-BOX TRANSITION MODELS FOR MDP PLANNING USING CONFORMAL PREDICTION,201.pdf,rePlayToGrade: Auto-Grading Student Programming Assignments At Scale Using Reinforcement Learning,150.pdf
6500638,Monte Carlo Tree Search for Exploitative Texas Hold'em Poker Agent,216.pdf,Value Iteration applied to Orbital Debris Removal with a Satellite,005.pdf
6250297,Decision Making in Quadcopter Navigation with The Effects of Wind,015.pdf,Automated Trading System using Reinforcement Learning,179.pdf
6511596,Reinforcement Learning Strategies for Love Letter,229.pdf,Applying Reinforcement Learning to Pac-Man,155.pdf
5860540,Playing Any Game: Using MCTS for General Game Playing,144.pdf,LQR Robust Servomechanism and Kalman-Bucy Filter For Quadrotor Control & State Estimation,128.pdf
6358145,Bidding Strategy for Residential Solar and Storage in Transactive Electricity Market using Reinforcement Learning,171.pdf,Using Deep Q-Learning to Improve Automated Train Systems,209.pdf
6511822,RoboCook: Long-Horizon Elasto-plastic Object Manipulation with Diverse Tools,011.pdf,Card-Counting Blackjack Agent,102.mp4
6370113,Bulletproof AI: Reinforcement Learning for Collision Avoidance in Bullet Hell Games,097.pdf,Building an Agent for Settlers of Catan,154.pdf
6400070,Optimal Drone Navigation with Stochastic Dynamics,052.pdf,Reinforcement Learning for Gin Rummy,077.pdf
6267318,Evaluating Flood Risk for Evacuations: Decision Making with Bayesian Networks,025.mp4,X's and O's: Optimization of Tic-Tac-Toe,056.pdf
6496646,Playing Mancala via Reinforcement Learning,059.pdf,Rocket Self-Landing using Proximal Policy Optimization,118.mp4
6310719,Optimal Pricing as a Markov Decision Process,168.mp4,Hanabi Heuristics and Hypotheses: Delving into Decision-Making Dynamics with Deep Q-Learning and Monte-Carlo Tree Search,186.pdf
5816551,A Markov-Based Approach to Evaluate the Optimal Position of Zeposia in the Treatment of Ulcerative Colitis,091.pdf,Robust Nonlinear Reduced-Order Model Predictive Control,205.pdf
6662637,Goal Misgeneralization in a Simple Reinforcement Learning Problem,227.pdf,Fuel Efficient Autonomous Driving,037.pdf
6304037,Transmission Expansion for Offshore Wind Farms Under Uncertainty,101.pdf,Monte Carlo Tree Search Applied to Spaceship Maze,147.pdf
6342450,Racing Optimization using Deep Reinforcement Learning,170.pdf,Optimizing Cloud Computing Resource Allocation,123.pdf
6414984,Deep Reinforcement Learning for Stock Trading,078.pdf,Optimal Operation of Renewable Energy Plus Storage Systems Using Reinforcement Learning,043.pdf
6500664,ClutchRL: Using Q-Learning To Find The Optimal Policy To Win A Close Basketball Game,013.mp4,Applying Q-Learning to Uno,117.pdf
50014135,Theseus and the Cyclops: Adventures in Navigation Using Monocular Depth Estimation,038.pdf,Particle Filter For Autonomous Vehicle Handover,021.pdf
6334341,Flipping the Bit: Explorations in Learning the Ising Model,007.mp4,Optimizing Green Infrastructure Citing for Urban Flood Mitigation,098.pdf
6664238,Solving Wordle using Reinforcement Learning,121.pdf,Towards Teaching a Human to Walk,083.mp4
6110523,A Novel Reward Shaping Function for Single-Player Mahjong,140.pdf,Code-Lint: Code Generation with Reinforcement Learning incorporating Linter Feedback,120.pdf
6663940,Comparing Performance between Q-Learning and Fictitious Self-Play Trained on Neural Networks for Uno,100.mp4,"Is There an ""I"" in Team? An Exploration of Capture the Flag Reinforcement Learning Agents",182.pdf
5866728,AITA Judge Twitch Streamer,035.mp4,Q-QWOP: Using Q-Learning for QWOP Policy Development,024.pdf
6457153,Battery Temperature Control for Deep Space Missions,181.pdf,Random Adaption to Trawler Problem for Ocean Search and Rescue,160.mp4
6544698,Online Planning Strategies for Hangman,162.pdf,Planning Flood Evacuations Using Monte Carlo Tree Search,159.pdf
6251301,Development and Evaluation of a Reinforcement Learning Model to Optimize Discharge Decisions in Hospital Emergency Departments,200.pdf,Automated Theorem Proving with Graph Neural Network,219.pdf
6437673,Modeling Deceit in Coup,079.pdf,Modeling the Use of Alternative Modalities to Complete Data Visualization Tasks,016.mp4
6416535,Developing An Automated 2D Simulation For Parking a Car,166.mp4,Reinforcement Learning for Autonomous Navigation of Subterranean Environments,054.pdf
6456966,Comparison of Online Planning and Reinforcement Learning for Oil Spill Containment,030.mp4,POMDPoker,164.mp4
6505035,Learning to Swim in Turbulent Environments,086.mp4,Safe Navigation: Training Autonomous Vehicles using Deep Reinforcement Learning in CARLA,124.pdf
6380496,Online Planning with Terrain Friction Estimation for Safe Rover Navigation,068.pdf,Belief Updating for Improved Navigation in Wind,047.pdf
6421142,Scrabble Engine Based on MuZero,220.mp4,Q-Learning for a Traveling Salesman Problem Variant in Modified Landmark Traversal,187.pdf
6343900,Solving Tic-Tac-Toe,032.mp4,Prepare to AI: Model-Free Reinforcement Learning for Dark Souls 1,134.pdf
6126803,A Julia Package for Calculating the Gittins Index,158.pdf,Feel-Good Othello-Bot: Othello-Player Agent to Bring Satisfying Win for Human Player,088.pdf
6663131,How to not lose your starship: Strategy Optimization for Corellian Spike,108.pdf,RL-ATC: Multi-Agent Reinforcement Learning for On-the-Ground Air Traffic Control and Planning,223.pdf
6433903,Solving Half Cheetah Problem Using Offline RL,114.mp4,Optimal Online Ad Allocation Under Uncertainty,063.pdf
50006922,"Think Big, Start Small: Scrabble Reinforcement Learning with K-Means State Space Compression",169.pdf,Wildfire Evacuation Planning: Using MDPs to go Beyond Surveillance,174.mp4
6379839,Value Iteration and Contraceptive Method Choice: Applying Algorithmic Decision Making to Women’s Health Practices,089.pdf,Efficient Diagnostic Questioning: Minimizing the Number of Questions for Accurate Medical Diagnoses,210.pdf
6456688,Reinforcement Learning Approaches for Sepsis Treatment,019.mp4,Solving the Taxi-v3 Problem Using Model-Free Reinforcement Learning,176.pdf
6349594,Reinforcement Learning for Optimal Policy in Texas Hold'em Game,173.pdf,Deep Reinforcement Learning for In-Flight Calibration of a Lunar Lander,127.pdf
6440129,Autonomous Driving in a Roundabout with Rule-Breaking Agents,057.pdf,Hit or Stand? Optimizing Blackjack Strategy,010.mp4
6436019,Hit or Stand: Strategizing Blackjack Using Reinforcement Learning,133.pdf,Fantasy Ice Hockey Lineup Decisions with Q-Learning and SARSA,001.pdf
6259390,Greedy Search for Optimal Soil Sample Analysis,152.mp4,Utility in Financial Markets,103.pdf
6498005,Modeling Strategies for the Conservation of Florida Manatees using POMDP Methods,153.pdf,Cubo: Your Friendly Neighborhood Rolling Cube,126.pdf
5326539,Decision-Making in Pineapple Poker,093.pdf,An Attemped Agent for Playing Catan,111.pdf
6261889,Code-Lint: Code Generation with Reinforcement Learning incorporating Linter Feedback,120.pdf,Taxi Route Optimization using Reinforcement Learning,082.pdf
6255991,Multi-Rover Exploration using Dec-POMDPs,092.pdf,Playing Any Game: Using MCTS for General Game Playing,144.pdf
6455530,Scrabble Engine Based on MuZero,220.mp4,Hit or Stand: Strategizing Blackjack Using Reinforcement Learning,133.pdf
6650276,"Think Big, Start Small: Scrabble Reinforcement Learning with K-Means State Space Compression",169.pdf,Applying State Estimation Techniques to Improve Stability of a Ball-Balancing Robot,221.pdf
6298686,Reinforcement Learning for Chess Variants,065.mp4,Solving Wordle Using Monte Carlo Tree Search,132.pdf
6433680,Optimizing Green Infrastructure Citing for Urban Flood Mitigation,098.pdf,Value Iteration and Contraceptive Method Choice: Applying Algorithmic Decision Making to Women’s Health Practices,089.pdf
6174913,Optimizing Climate-Resilient Infrastructure Investment,180.mp4,Race Track Driving Using Deep Reinforcement Learning,064.mov
6444464,Particle Filter For Autonomous Vehicle Handover,021.pdf,Optimal Online Ad Allocation Under Uncertainty,063.pdf
6456914,Reinforcement Learning for Gin Rummy,077.pdf,Localization and path finding of a known environment,020.pdf
6342479,Understanding Push-Fold Pre-Flop Strategy for Heads-Up NLH Poker,156.mp4,Fantasy Football Team Draft Sequential Decision Process,060.pdf
6344077,Safe Navigation: Training Autonomous Vehicles using Deep Reinforcement Learning in CARLA,124.pdf,Belief Updating for Improved Navigation in Wind,047.pdf
6384923,Drag-based Reconfiguration of Spacecraft Formations Under Uncertainty,004.mp4,Wordlebot: Improving Wordle Performance Using Forward Search,027.pdf
6273127,Building an Agent for Settlers of Catan,154.pdf,Local Search Approaches to Trading Strategy Optimization in Animal Crossing: New Horizons,157.pdf
6338139,A Chess Engine on Ice: Developing an Automated Curling Skip Capable of Decision Making under Uncertainty,067.pdf,battery-charger: Reinforcement learning techniques for wholesale market participation of grid-scale batteries,167.pdf
6496207,Autonomous Driving in a Roundabout with Rule-Breaking Agents,057.pdf,Health-aware Battery Usage Strategy for Data-driven Battery Management Systems (BMS),172.mp4
6457160,Maximum Entropy Reinforcement Learning for Prompt Tuning,039.pdf,Dynamic Efficient Sampling Policy Learning - An Investigation of DRL-based Atari Game Playing,137.pdf
6511687,Modeling Autonomous Traffic Flow using MDPs,107.mp4,Solving Wordle using Reinforcement Learning,121.pdf
6504492,Comparing Performance between Q-Learning and Fictitious Self-Play Trained on Neural Networks for Uno,100.mp4,On Unstable Ground: Navigating Avalanche Terrain,211.pdf
6048840,Blackjack with Card Counting,041.pdf,FishBot: Decision Making in Canadian Fish,076.pdf
6280654,Solving Half Cheetah Problem Using Offline RL,114.mp4,Implementing Q-learning to Obtain Control Policy for Residential Battery System,125.pdf
6416222,Guided Decision Making Under Uncertainty,218.pdf,Modeling the Board Game Secret Hitler as a Decision Making Problem,177.pdf
6342393,MCTS Parameter Exploration For Simplified Catan,203.mov,Wildfire Evacuation Planning: Using MDPs to go Beyond Surveillance,174.mp4
6495376,ClutchRL: Using Q-Learning To Find The Optimal Policy To Win A Close Basketball Game,013.mp4,Optimizing Store Inventory Management with Q-learning,061.mp4
6329733,Using Reinforcement Learning for Life and Death problem in Go,050.mp4,Optimal sequential decision making for managing ecosystem with POMDP,206.pdf
5698347,Optimal Elevator Algorithm,099.pdf,Robust Nonlinear Reduced-Order Model Predictive Control,205.pdf
6313263,UAV Search and Rescue Optimization,151.pdf,Particle Filter for Battery Aging State Estimation,208.pdf
6258924,Tham Luang Cave Rescue: A Reinforcement Learning Approach,225.pdf,Optimal Policy for Ground-to-Satellite Communication using Reinforcement Learning,087.pdf
6206733,Multi-Agent Control in Partially Observable Environment,184.mp4,Ping Pong Prodigy,113.pdf
6417941,Using Q-learning for autonomous driving decision-making when brakes fail,231.mp4,Settlers of Catan Settlement Placement Optimization with Deep Q-Learning,090.pdf
6527579,Wordle Got Schooled: Q-Learning Takes on the Puzzle,104.mp4,Q-QWOP: Using Q-Learning for QWOP Policy Development,024.pdf
6455691,FlyGenie: Minimize your flight ticket purchase costs,196.pdf,Online Planning Strategies for Hangman,162.pdf
5377392,rePlayToGrade: Auto-Grading Student Programming Assignments At Scale Using Reinforcement Learning,150.pdf,Estimating an Optimal Solution to Backgammon,033.pdf
6344569,Precise Point Positioning: Use of Extended-Kalman Filter in Global Positioning System,018.mp4,Designing a Reliable Crew Member,193.pdf
6332304,Q-learning networks for settlers of Catan,228.pdf,Beating Cube Field,178.pdf
6139398,RL-ATC: Multi-Agent Reinforcement Learning for On-the-Ground Air Traffic Control and Planning,223.pdf,Modeling Central Bank Interest Rate Policy Decisions,014.pdf
6379944,Reinforcement Learning for Robot Waiters in Restaurants,094.pdf,Minesweeper: A Reinforcement Learning Approach,084.pdf
6503640,Modeling Strategies for the Conservation of Florida Manatees using POMDP Methods,153.pdf,Evaluating the Disposition Effect using Reinforcement Learning,141.pdf
6420096,Optimal Drone Navigation with Stochastic Dynamics,052.pdf,Efficient Diagnostic Questioning: Minimizing the Number of Questions for Accurate Medical Diagnoses,210.pdf
6654082,Energy Markets as an MDP,163.pdf,Breaking the Code: An RL Solution to Mastermind,023.pdf
6174261,Safe Drilling for Subsurface Resources in the Presence of Caves Using POMDPs,161.pdf,Multi-task Learning for Robotic Manipulation,122.pdf
6508587,Trajectory Optimization for Autonomous Parking Lot Cleaning using Q-Learning,029.pdf,RL Agent for Fish,195.mp4
6331393,Techno-Economic Optimization of Flexible Geothermal Power and Battery Storage Using Reinforcement Learning Algorithms,138.pdf,Deep Q-Learning for Minesweeper,095.mp4
6121283,RoboCook: Long-Horizon Elasto-plastic Object Manipulation with Diverse Tools,011.pdf,Payment Optimization for Combination Shoppers and Delivery Drivers using Deep Q Learning with Experience Replay,185.pdf
6409930,Automating Neural Network Model Architecture Discovery with Policy Search Methods,115.pdf,Twenty-Twenty Learning: A 2048 solver powered by Deep Q-Networks,003.mp4
6496185,A SARSA-Based Agent to Play “Guilty Gear: Strive”,096.mp4,Exploring Crop Irrigation Decisions Under Climate Uncertainty,146.pdf
6364646,Automated Trading System using Reinforcement Learning,179.pdf,Satellite Collision Avoidance Through Neural Networks,212.pdf
6372544,A Markov-Based Approach to Evaluate the Optimal Position of Zeposia in the Treatment of Ulcerative Colitis,091.pdf,Can we do Bayesian structure learning using gradient descent?,080.mov
6214240,Fantasy Ice Hockey Lineup Decisions with Q-Learning and SARSA,001.pdf,Transmission Expansion for Offshore Wind Farms Under Uncertainty,101.pdf
6270654,Monte Carlo Tree Search for Exploitative Texas Hold'em Poker Agent,216.pdf,Cleaning the streets with RL,149.mp4
6661022,Drone Delivery,192.mp4,Comparison of Online Planning and Reinforcement Learning for Oil Spill Containment,030.mp4
6416225,Planning Flood Evacuations Using Monte Carlo Tree Search,159.pdf,CALIBRATING BLACK-BOX TRANSITION MODELS FOR MDP PLANNING USING CONFORMAL PREDICTION,201.pdf
6500686,Building a Poker Agent,232.mp4,Baseball Pitch Analytics,204.pdf
6258084,Developing An Automated 2D Simulation For Parking a Car,166.mp4,I ♥ RL: Using Q-Learning to Play Hearts,034.pdf
6504265,Smart Water Heater via Sparse Sampling,190.pdf,Improving Matches in Dynamic Organ Exchanges,145.pdf
6414995,Bidding Strategy for Residential Solar and Storage in Transactive Electricity Market using Reinforcement Learning,171.pdf,8-bit Uber: Exploring the effects of uncertainty in the Taxi environment,131.pdf
6283807,Helping and Hindering: Recursive Reasoning in a Multi-Agent MDP,197.pdf,Decision-Making Algorithms for Winning Coinche,202.pdf
6438900,Optimal Strategy Generation for Pandemic Game Using Monte Carlo Tree Search,008.pdf,Automated Theorem Proving with Graph Neural Network,219.pdf
6495739,Learning to Swim in Turbulent Environments,086.mp4,Solving Tic-Tac-Toe,032.mp4
6383613,Determining an optimal screening policy for colorectal cancer,119.mp4,Reinforcement Learning Approaches for Sepsis Treatment,019.mp4
6091788,Optimal Load Scheduling for Smart Homes,028.pdf,Estimating Physical Parameters of Dynamical Systems Using Sequential Importance Sampling,214.pdf
6457374,"Solving Wordle using Information Theory, Minimax Algorithms, and Q-Learning",116.pdf,Queue RL,012.pdf
6306378,Rapid Calibration of a Cellular-Resolution Bidirectional Neural Interface,189.pdf,Playing blackjack using reinforcement learning,058.pdf
6501118,Rocket Self-Landing using Proximal Policy Optimization,118.mp4,Optimal Operation of Renewable Energy Plus Storage Systems Using Reinforcement Learning,043.pdf
6308387,Reinforcement Learning Based Magnetic Detumbling of Low Earth Orbit Satellites,183.pdf,Cubo: Your Friendly Neighborhood Rolling Cube,126.pdf
6253349,Traffic Light Optimization Under Uncertainty,036.pdf,Goal Misgeneralization in a Simple Reinforcement Learning Problem,227.pdf
6345361,SARSA Applications to UNO!,198.pdf,Monte Carlo Tree Search Applied to Spaceship Maze,147.pdf
6406363,Reinforcement Learning w/Stocks,191.mp4,Optimal Dining Hall Choice,213.pdf
6353088,Hyperparameter-tuning Q-learning for flood-mitigation investment decision support system,175.pdf,Planar Manipulation of an Object with Unknown and Changing Center of Mass,110.pdf
6421789,Landing a Plane on Final Approach with Q-Learning,044.mp4,Cleaning Up with Q-Learning: Optimizing Roomba Navigation in Unknown Environments,139.mp4
6427059,Bulletproof AI: Reinforcement Learning for Collision Avoidance in Bullet Hell Games,097.pdf,Solving the Taxi-v3 Problem Using Model-Free Reinforcement Learning,176.pdf
6329814,Deep Reinforcement Learning for Stock Trading,078.pdf,Prepare to AI: Model-Free Reinforcement Learning for Dark Souls 1,134.pdf
6422612,Tic-Tac-Toe: An Unbeatable Foe,105.pdf,Modeling Deceit in Coup,079.pdf
6440341,Value Iteration applied to Orbital Debris Removal with a Satellite,005.pdf,Geometry Dash AI,109.mp4
6504329,Optimizing Christmas Gift Purchasing Decisions with Reinforcement Learning,031.mp4,Get out of the way! Vehicle-Object Collision Avoidance,165.mp4
6497102,Q-Learning for a Traveling Salesman Problem Variant in Modified Landmark Traversal,187.pdf,Towards Teaching a Human to Walk,083.mp4
6511266,Measuring potential effects of an intelligent tutoring system,055.pdf,Modeling the Use of Alternative Modalities to Complete Data Visualization Tasks,016.mp4
50017513,Optimal Pricing as a Markov Decision Process,168.mp4,Optimal Texas Hold 'em Poker Pre-flop Play through Reinforcement Learning,049.mp4
6457183,Preventing the Spread of Wind-Driven Wildfires with Partially Observable Markov Decision Processes,070.pdf,Reinforcement Learning for Optimal Policy in Texas Hold'em Game,173.pdf
6363271,Taxi Route Recommendations Using Reinforcement Learning,048.pdf,Flipping the Bit: Explorations in Learning the Ising Model,007.mp4
6284399,Tropical Reforestation,009.mp4,Learning and Improving the Intelligent Driver Model with Reinforcement Learning,129.mp4
6100337,Playing Mancala via Reinforcement Learning,059.pdf,Development and Evaluation of a Reinforcement Learning Model to Optimize Discharge Decisions in Hospital Emergency Departments,200.pdf
6260171,Reinforcement Learning for Robotic Arm Reach Problem,085.pdf,Search and ResQ,042.mp4
6329880,Card-Counting Blackjack Agent,102.mp4,Electric Vehicle Route Planning with Uncertainty in Charger Wait Times,222.pdf
